197.PRJEB5994.CCDA01000061_gene91	197.PRJEB5994.CCDA01000061	CDS	1833	2965	4797	-	Yes	Yes	26.022913257	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene92	197.PRJEB5994.CCDA01000061	CDS	414	4859	5272	+	Yes	Yes	35.7487922705	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene93	197.PRJEB5994.CCDA01000061	CDS	198	5312	5509	-	Yes	Yes	27.7777777778	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene94	197.PRJEB5994.CCDA01000061	CDS	2112	5490	7601	-	Yes	Yes	35.5587121212	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene95	197.PRJEB5994.CCDA01000061	CDS	930	7768	8697	-	Yes	Yes	35.376344086	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene96	197.PRJEB5994.CCDA01000061	CDS	660	8805	9464	-	Yes	Yes	28.9393939394	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene97	197.PRJEB5994.CCDA01000061	CDS	753	9475	10227	-	Yes	Yes	32.2709163347	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene98	197.PRJEB5994.CCDA01000061	CDS	795	10229	11023	-	Yes	Yes	31.572327044	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene99	197.PRJEB5994.CCDA01000061	CDS	729	11030	11758	-	Yes	Yes	32.2359396433	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene100	197.PRJEB5994.CCDA01000061	CDS	789	11896	12684	-	Yes	Yes	26.6159695817	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene101	197.PRJEB5994.CCDA01000061	CDS	555	12700	13254	-	Yes	Yes	32.0720720721	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene102	197.PRJEB5994.CCDA01000061	CDS	438	13420	13857	+	Yes	Yes	31.9634703196	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene103	197.PRJEB5994.CCDA01000061	CDS	333	13857	14189	+	Yes	Yes	26.7267267267	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene104	197.PRJEB5994.CCDA01000061	CDS	549	14186	14734	+	Yes	Yes	29.8724954463	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene105	197.PRJEB5994.CCDA01000061	CDS	597	14753	15349	+	Yes	Yes	28.9782244556	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene106	197.PRJEB5994.CCDA01000061	CDS	72	15346	15420	+	No	No	25	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene107	197.PRJEB5994.CCDA01000061	CDS	1419	15586	17007	+	No	No	32.3467230444	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene108	197.PRJEB5994.CCDA01000061	CDS	1104	17004	18107	+	Yes	Yes	34.0579710145	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene109	197.PRJEB5994.CCDA01000061	CDS	1383	18129	19511	-	Yes	Yes	30.8749096168	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene110	197.PRJEB5994.CCDA01000061	CDS	1575	19521	21095	-	Yes	Yes	32.8888888889	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene111	197.PRJEB5994.CCDA01000061	CDS	1800	21108	22907	-	Yes	Yes	33.1666666667	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene112	197.PRJEB5994.CCDA01000061	CDS	1212	22977	24188	-	Yes	Yes	28.4653465347	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene113	197.PRJEB5994.CCDA01000061	CDS	1335	24201	25535	-	Yes	Yes	30.7116104869	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene114	197.PRJEB5994.CCDA01000061	CDS	339	25768	26106	+	Yes	Yes	38.6430678466	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene115	197.PRJEB5994.CCDA01000061	CDS	912	26423	27334	+	Yes	Yes	29.8245614035	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene116	197.PRJEB5994.CCDA01000061	CDS	3513	27342	30854	-	Yes	Yes	29.8035866781	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000060_gene117	197.PRJEB5994.CCDA01000060	CDS	669	210	878	-	Yes	Yes	31.8385650224	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000060_gene118	197.PRJEB5994.CCDA01000060	CDS	618	882	1499	-	Yes	Yes	26.6990291262	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000060_gene119	197.PRJEB5994.CCDA01000060	CDS	1155	1496	2650	-	Yes	Yes	30.9090909091	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000060_gene120	197.PRJEB5994.CCDA01000060	CDS	1290	2647	3936	-	Yes	Yes	32.3255813953	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000060_gene121	197.PRJEB5994.CCDA01000060	CDS	702	4112	4813	+	Yes	Yes	34.4729344729	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000060_gene122	197.PRJEB5994.CCDA01000060	CDS	225	4810	5034	-	Yes	Yes	24.8888888889	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000060_gene123	197.PRJEB5994.CCDA01000060	CDS	198	5060	5257	-	Yes	Yes	39.898989899	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000060_gene124	197.PRJEB5994.CCDA01000060	CDS	771	5379	6149	-	Yes	Yes	31.7769130999	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000060_gene125	197.PRJEB5994.CCDA01000060	CDS	432	6244	6675	-	Yes	Yes	34.4907407407	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
