196.PRJNA259858.KU70_06490	196.PRJNA259858.JRKX01000055	CDS	192	9268	9459	+	Yes	Yes	34.8958333333	-	annotation product=50S ribosomal protein L28 tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36359.1 GI=706088690 
196.PRJNA259858.KU70_06495	196.PRJNA259858.JRKX01000055	CDS	1131	9479	10609	+	Yes	Yes	34.1290893015	-	annotation product=potassium channel protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36360.1 GI=706088691 
196.PRJNA259858.KU70_06505	196.PRJNA259858.JRKX01000055	CDS	228	11848	12075	+	Yes	Yes	28.5087719298	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36361.1 GI=706088692 
196.PRJNA259858.KU70_06515	196.PRJNA259858.JRKX01000056	rRNA	1736	0	1735	+	Yes	Yes	47.4078341014	rRNA	annotation tax_id_proj_id=196.PRJNA259858 product=23S ribosomal RNA project_id=PRJNA259858 cog=- 
196.PRJNA259858.KU70_06520	196.PRJNA259858.JRKX01000056	rRNA	119	2023	2141	+	Yes	Yes	51.2605042017	rRNA	annotation note=Derived by automated computational analysis using gene prediction method: cmsearch. tax_id_proj_id=196.PRJNA259858 product=5S ribosomal RNA project_id=PRJNA259858 cog=- 
196.PRJNA259858.KU70_09355	196.PRJNA259858.JRKX01000116	CDS	981	46	1026	-	Yes	Yes	27.5229357798	-	annotation product=cell surface protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36009.1 GI=706088204 
196.PRJNA259858.KU70_09340	196.PRJNA259858.JRKX01000115	CDS	609	1141	1749	+	Yes	Yes	34.3185550082	-	annotation product=membrane protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36010.1 GI=706088207 
196.PRJNA259858.KU70_09345	196.PRJNA259858.JRKX01000115	CDS	228	1746	1973	-	Yes	Yes	32.0175438596	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36011.1 GI=706088208 
196.PRJNA259858.KU70_09350	196.PRJNA259858.JRKX01000115	CDS	768	1970	2741	-	No	No	35.15625	-	annotation product=UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36012.1 GI=706088209 
196.PRJNA259858.KU70_04285	196.PRJNA259858.JRKX01000030	CDS	279	5	283	-	Yes	Yes	36.2007168459	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36644.1 GI=706089030 
196.PRJNA259858.KU70_04305	196.PRJNA259858.JRKX01000030	CDS	480	2520	2999	+	Yes	Yes	29.7916666667	-	annotation product=histidine phosphatase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36645.1 GI=706089031 
196.PRJNA259858.KU70_04310	196.PRJNA259858.JRKX01000030	CDS	459	3019	3477	-	Yes	Yes	32.4618736383	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36646.1 GI=706089032 
196.PRJNA259858.KU70_04325	196.PRJNA259858.JRKX01000030	CDS	2256	6302	8557	-	Yes	Yes	37.5	-	annotation product=5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36647.1 GI=706089033 
196.PRJNA259858.KU70_04330	196.PRJNA259858.JRKX01000030	CDS	288	8636	8923	-	Yes	Yes	28.4722222222	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: GeneMarkS+. cog=- project_id=PRJNA259858 protein_id=KGT36648.1 GI=706089034 
196.PRJNA259858.KU70_04340	196.PRJNA259858.JRKX01000030	CDS	1299	11821	13119	-	Yes	Yes	33.9491916859	-	annotation product=membrane protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36649.1 GI=706089035 
196.PRJNA259858.KU70_04350	196.PRJNA259858.JRKX01000030	CDS	408	15497	15908	-	No	No	27.6960784314	-	annotation product=membrane protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36650.1 GI=706089036 
196.PRJNA259858.KU70_00900	196.PRJNA259858.JRKX01000007	CDS	261	229	489	+	Yes	Yes	30.6513409962	-	annotation product=chain-length determining protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37068.1 GI=706089511 
196.PRJNA259858.KU70_00905	196.PRJNA259858.JRKX01000007	CDS	1014	482	1495	+	Yes	Yes	35.2071005917	-	annotation product=alanine racemase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37069.1 GI=706089512 
196.PRJNA259858.KU70_07620	196.PRJNA259858.JRKX01000074	tRNA	91	22073	22163	+	Yes	Yes	57.1428571429	tRNA	annotation tax_id_proj_id=196.PRJNA259858 product=tRNA-Ser project_id=PRJNA259858 cog=- 
196.PRJNA259858.KU70_00935	196.PRJNA259858.JRKX01000007	CDS	978	4097	5074	+	Yes	Yes	36.8098159509	-	annotation product=delta-aminolevulinic acid dehydratase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37072.1 GI=706089515 
196.PRJNA259858.KU70_00940	196.PRJNA259858.JRKX01000007	CDS	930	5083	6012	+	Yes	Yes	39.5698924731	-	annotation product=ornithine carbamoyltransferase tax_id_proj_id=196.PRJNA259858 EC_number=2.1.3.3 note=catalyzes the formation of L-citrulline from carbamoyl phosphate and L-ornithine in arginine biosynthesis and degradation; Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37073.1 GI=706089516 
196.PRJNA259858.KU70_00945	196.PRJNA259858.JRKX01000007	CDS	438	6005	6442	+	Yes	Yes	32.1917808219	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37074.1 GI=706089517 
196.PRJNA259858.KU70_00950	196.PRJNA259858.JRKX01000007	CDS	1362	6442	7803	+	Yes	Yes	32.5991189427	-	annotation product=coproporphyrinogen III oxidase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37075.1 GI=706089518 
196.PRJNA259858.KU70_00955	196.PRJNA259858.JRKX01000007	CDS	825	7824	8648	+	Yes	Yes	31.8787878788	-	annotation product=valyl-tRNA synthetase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37076.1 GI=706089519 
196.PRJNA259858.KU70_00960	196.PRJNA259858.JRKX01000007	CDS	717	8674	9390	+	Yes	Yes	38.2147838215	-	annotation product=pyrroline-5-carboxylate reductase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37077.1 GI=706089520 
196.PRJNA259858.KU70_00965	196.PRJNA259858.JRKX01000007	CDS	1263	9391	10653	+	Yes	Yes	35.7878068092	-	annotation product=glycerol-3-phosphate dehydrogenase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37078.1 GI=706089521 
196.PRJNA259858.KU70_00975	196.PRJNA259858.JRKX01000007	CDS	561	11845	12405	-	Yes	Yes	37.9679144385	-	annotation product=deoxycytidine triphosphate deaminase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37079.1 GI=706089522 
196.PRJNA259858.KU70_00980	196.PRJNA259858.JRKX01000007	CDS	453	12701	13153	+	Yes	Yes	37.527593819	-	annotation product=acetyl-CoA carboxylase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37080.1 GI=706089523 
196.PRJNA259858.KU70_00985	196.PRJNA259858.JRKX01000007	CDS	1338	13150	14487	+	Yes	Yes	37.5934230194	-	annotation product=acetyl-CoA carboxylase tax_id_proj_id=196.PRJNA259858 EC_number=6.4.1.2 note=an AccC homodimer forms the biotin carboxylase subunit of the acetyl CoA carboxylase, an enzyme that catalyzes the formation of malonyl-CoA, which in turn controls the rate of fatty acid metabolism; Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37081.1 GI=706089524 
196.PRJNA259858.KU70_00990	196.PRJNA259858.JRKX01000007	CDS	828	14526	15353	-	Yes	Yes	32.729468599	-	annotation product=iron receptor CfrA tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37082.1 GI=706089525 
196.PRJNA259858.KU70_00995	196.PRJNA259858.JRKX01000007	CDS	1383	15427	16809	+	Yes	Yes	36.9486623283	-	annotation product=glutamyl-tRNA synthetase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37083.1 GI=706089526 
196.PRJNA259858.KU70_01000	196.PRJNA259858.JRKX01000007	CDS	432	16945	17376	+	Yes	Yes	30.0925925926	-	annotation product=MarR family transcriptional regulator tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37084.1 GI=706089527 
196.PRJNA259858.KU70_09385	196.PRJNA259858.JRKX01000119	CDS	339	78	416	-	Yes	Yes	25.6637168142	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36004.1 GI=706088193 
196.PRJNA259858.KU70_08225	196.PRJNA259858.JRKX01000086	CDS	750	0	752	-	No	No	31.7333333333	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36138.1 GI=706088399 
196.PRJNA259858.KU70_08235	196.PRJNA259858.JRKX01000086	CDS	975	1407	2381	+	Yes	Yes	28	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36139.1 GI=706088400 
196.PRJNA259858.KU70_08240	196.PRJNA259858.JRKX01000086	CDS	936	2378	3313	+	Yes	Yes	32.264957265	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36140.1 GI=706088401 
196.PRJNA259858.KU70_08250	196.PRJNA259858.JRKX01000086	CDS	933	3615	4547	+	Yes	Yes	32.6902465166	-	annotation product=radical SAM protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36141.1 GI=706088402 
196.PRJNA259858.KU70_08255	196.PRJNA259858.JRKX01000086	CDS	477	4544	5020	+	Yes	Yes	38.1551362683	-	annotation product=pyruvate formate lyase-activating protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36142.1 GI=706088403 
196.PRJNA259858.KU70_08260	196.PRJNA259858.JRKX01000086	CDS	600	5014	5613	+	Yes	Yes	31.3333333333	-	annotation product=pyruvate formate lyase-activating protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36143.1 GI=706088404 
196.PRJNA259858.KU70_08270	196.PRJNA259858.JRKX01000086	CDS	864	7249	8112	+	Yes	Yes	33.1018518519	-	annotation product=transketolase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36144.1 GI=706088405 
196.PRJNA259858.KU70_08275	196.PRJNA259858.JRKX01000086	CDS	660	8109	8768	+	Yes	Yes	29.5454545455	-	annotation product=SAM-dependent methyltransferase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36145.1 GI=706088406 
196.PRJNA259858.KU70_08280	196.PRJNA259858.JRKX01000086	CDS	465	8775	9239	+	Yes	Yes	26.6666666667	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36146.1 GI=706088407 
196.PRJNA259858.KU70_09360	196.PRJNA259858.JRKX01000117	CDS	606	0	609	+	No	No	35.4785478548	-	annotation product=peptide ABC transporter substrate-binding protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36005.1 GI=706088198 
196.PRJNA259858.KU70_09365	196.PRJNA259858.JRKX01000117	CDS	951	609	1559	+	Yes	Yes	31.650893796	-	annotation product=peptide ABC transporter permease tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36006.1 GI=706088199 
196.PRJNA259858.KU70_09370	196.PRJNA259858.JRKX01000117	CDS	783	1562	2344	+	Yes	Yes	32.0561941252	-	annotation product=peptide ABC transporter permease tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36007.1 GI=706088200 
196.PRJNA259858.KU70_09375	196.PRJNA259858.JRKX01000117	CDS	615	2337	2951	+	Yes	Yes	32.6829268293	-	annotation product=peptide ABC transporter ATP-binding protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT36008.1 GI=706088201 
196.PRJNA259858.KU70_09380	196.PRJNA259858.JRKX01000118	rRNA	1520	87	1606	-	Yes	Yes	48.6842105263	rRNA	annotation tax_id_proj_id=196.PRJNA259858 product=16S ribosomal RNA project_id=PRJNA259858 cog=- 
196.PRJNA259858.KU70_00010	196.PRJNA259858.JRKX01000001	CDS	1206	440	1645	-	Yes	Yes	39.3864013267	-	annotation product=phosphoglycerate kinase gene=pgk tax_id_proj_id=196.PRJNA259858 EC_number=2.7.2.3 note=Converts 3-phospho-D-glycerate to 3-phospho-D-glyceroyl phosphate during the glycolysis pathway; Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37163.1 GI=706089620 
196.PRJNA259858.KU70_00015	196.PRJNA259858.JRKX01000001	CDS	993	1647	2639	-	Yes	Yes	36.3544813696	-	annotation product=glyceraldehyde-3-phosphate dehydrogenase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37164.1 GI=706089621 
196.PRJNA259858.KU70_00020	196.PRJNA259858.JRKX01000001	CDS	546	2697	3242	+	Yes	Yes	32.4175824176	-	annotation product=nicotinate-nucleotide adenylyltransferase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37165.1 GI=706089622 
196.PRJNA259858.KU70_00030	196.PRJNA259858.JRKX01000001	CDS	1011	3570	4580	-	Yes	Yes	35.9050445104	-	annotation product=membrane protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37166.1 GI=706089623 
196.PRJNA259858.KU70_00035	196.PRJNA259858.JRKX01000001	CDS	882	4696	5577	+	Yes	Yes	28.1179138322	-	annotation product=LysR family transcriptional regulator tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37167.1 GI=706089624 
196.PRJNA259858.KU70_00045	196.PRJNA259858.JRKX01000001	CDS	216	7143	7358	-	Yes	Yes	35.6481481481	-	annotation product=preprotein translocase subunit TatA tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37168.1 GI=706089625 
196.PRJNA259858.KU70_00065	196.PRJNA259858.JRKX01000001	CDS	2067	10703	12769	+	Yes	Yes	34.3009192066	-	annotation product=ligand-gated channel protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37169.1 GI=706089626 
196.PRJNA259858.KU70_00070	196.PRJNA259858.JRKX01000001	CDS	645	12806	13450	-	Yes	Yes	33.1782945736	-	annotation product=ABC transporter ATP-binding protein tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37170.1 GI=706089627 
196.PRJNA259858.KU70_00075	196.PRJNA259858.JRKX01000001	CDS	1065	13453	14517	-	Yes	Yes	37.4647887324	-	annotation product=elongation factor Ts tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37171.1 GI=706089628 
196.PRJNA259858.KU70_00080	196.PRJNA259858.JRKX01000001	CDS	777	14517	15293	-	Yes	Yes	37.1943371943	-	annotation product=30S ribosomal protein S2 tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37172.1 GI=706089629 
196.PRJNA259858.KU70_00085	196.PRJNA259858.JRKX01000001	CDS	222	15446	15667	-	Yes	Yes	28.8288288288	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37173.1 GI=706089630 
196.PRJNA259858.KU70_00100	196.PRJNA259858.JRKX01000001	CDS	1866	17059	18924	+	Yes	Yes	37.1918542337	-	annotation product=glucose-inhibited division protein A tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37174.1 GI=706089631 
196.PRJNA259858.KU70_00105	196.PRJNA259858.JRKX01000001	CDS	507	19309	19815	+	Yes	Yes	45.16765286	-	annotation product=ubiquinol cytochrome C oxidoreductase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37175.1 GI=706089632 
196.PRJNA259858.KU70_00110	196.PRJNA259858.JRKX01000001	CDS	1248	19826	21073	+	Yes	Yes	34.7756410256	-	annotation product=ubiquinol cytochrome C oxidoreductase tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37176.1 GI=706089633 
196.PRJNA259858.KU70_00115	196.PRJNA259858.JRKX01000001	CDS	1026	21070	22095	+	Yes	Yes	37.8167641326	-	annotation product=cytochrome C tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37177.1 GI=706089634 
196.PRJNA259858.KU70_00120	196.PRJNA259858.JRKX01000001	CDS	708	22187	22894	-	Yes	Yes	27.8248587571	-	annotation tax_id_proj_id=196.PRJNA259858 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA259858 protein_id=KGT37178.1 GI=706089635 
196.PRJNA259858.KU70_00125	196.PRJNA259858.JRKX01000001	tRNA	75	23327	23401	+	Yes	Yes	50.6666666667	tRNA	annotation tax_id_proj_id=196.PRJNA259858 product=tRNA-Gln project_id=PRJNA259858 cog=- 
196.PRJNA259858.KU70_00130	196.PRJNA259858.JRKX01000001	tRNA	75	23414	23488	+	Yes	Yes	57.3333333333	tRNA	annotation tax_id_proj_id=196.PRJNA259858 product=tRNA-Met project_id=PRJNA259858 cog=- 
